AREA_TITLE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
Kentucky,Computer Network Architects,"1,110",12.3,0.603,0.50,45.88,"95,420",23.34,29.37,38.54,57.82,64.04,"48,550","61,090","80,170","120,260","133,190"
Kentucky,Database Administrators,590,10.6,0.321,0.53,35.90,"74,680",21.95,29.38,31.49,45.67,55.61,"45,660","61,120","65,500","94,980","115,660"
Kentucky,Database Architects,400,18.5,0.217,0.61,48.20,"100,260",29.37,38.32,48.86,59.61,63.07,"61,090","79,700","101,620","123,980","131,180"
Kentucky,Network and Computer Systems Administrators,"3,080",7.6,1.678,0.75,34.80,"72,380",21.67,27.50,33.36,39.91,49.08,"45,080","57,200","69,380","83,020","102,090"
Kentucky,Computer Programmers,"1,480",19.3,0.804,0.74,39.60,"82,370",23.47,29.17,38.42,45.49,61.96,"48,820","60,680","79,910","94,620","128,880"
Kentucky,Software Developers,"5,030",7.9,2.735,0.28,47.02,"97,810",29.82,37.47,47.47,57.81,63.59,"62,020","77,940","98,750","120,240","132,270"
Kentucky,Software Quality Assurance Analysts and Testers,"1,270",12.1,0.690,0.51,37.55,"78,100",23.00,29.58,37.32,46.34,50.16,"47,840","61,520","77,620","96,380","104,340"
Kentucky,Web Developers,580,24.5,0.318,0.53,31.11,"64,700",18.42,23.41,30.00,37.65,46.86,"38,320","48,690","62,400","78,300","97,470"
Kentucky,Web and Digital Interface Designers,350,10.1,0.192,0.33,29.64,"61,650",18.47,22.82,28.00,35.83,44.03,"38,410","47,470","58,240","74,530","91,570"
Kentucky,"Computer Occupations, All Other","2,400",17.9,1.303,0.50,38.28,"79,620",22.05,23.80,36.90,48.43,60.95,"45,860","49,500","76,750","100,730","126,780"
Kentucky,Operations Research Analysts,"1,010",7.6,0.550,0.78,30.21,"62,830",18.35,23.17,29.14,31.28,48.37,"38,170","48,190","60,610","65,060","100,610"
Kentucky,Interpreters and Translators,740,16.4,0.405,1.09,25.75,"53,550",17.44,21.47,23.52,29.63,38.19,"36,280","44,660","48,930","61,630","79,430"
Kentucky,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","21,980",3.9,11.953,0.92,17.87,"37,170",11.92,14.32,17.74,21.87,23.16,"24,800","29,780","36,890","45,500","48,170"
